productId,productName,category,brandKey,existingStores,missingStores,cand1Store,cand1Score,cand1Title,cand1Id,cand2Store,cand2Score,cand2Title,cand2Id,bothActionable,oneActionable,bestAction,productUrl
5487,"American Helix Pipa UNO OG Mini 12cm",Pipas,american-helix,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0,"",,GrowBarato Chile,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/american-helix/uno-mini"
5497,"Pipa De Mano Heavy Gear",Pipas,cabo,"Fumetas | GrowBarato Chile","Astro Growshop | Piranha",Astro Growshop,0,"",,Piranha,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/cabo/heavy-gear"
5492,"Cabo Heavy Hitter 9mm",Pipas,cabo,"Fumetas | GrowBarato Chile","Astro Growshop | Piranha",Astro Growshop,0,"",,Piranha,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/cabo/heavy-hitter-9mm"
5490,"Pipa Calvo Horn Pipe 10cm | PIRANHA",Pipas,calvo,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0,"",,GrowBarato Chile,0.54,"Pipa Hitter 12mm Calvo | One Hitter color rosa y negro Chile",3166,false,false,"hay ofertas pero score bajo — mejorar matching","/productos/calvo/horn"
5484,"Pipa Calvo Glass Wig wag Hammer 13 cm vidrio premium en Black, Orange & White",Pipas,calvo,"Astro Growshop | GrowBarato Chile","Fumetas | Piranha",Fumetas,0.8,"Calvo Pipa Signature Spoon 13 cm",1562,Piranha,0,"",,false,true,"solo Fumetas tiene candidato","/productos/calvo/wig-wag-hammer"
5795,"Pipa silicona alargada Konjurer Piece Maker",Pipas,piecemaker,"Piranha | GrowBarato Chile","Astro Growshop | Fumetas",Astro Growshop,0,"",,Fumetas,0.52,"PieceMaker Pipa Kuban 11 cm",5582,false,false,"hay ofertas pero score bajo — mejorar matching","/productos/piecemaker/konjurer"
5489,"Pipa Top Smoke Pocket Travel | PIRANHA",Pipas,top-smoke,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0.69,"Pipa Pyrex Venator Max 73- Top Smoke",1181,GrowBarato Chile,0,"",,false,true,"solo Astro Growshop tiene candidato","/productos/top-smoke/pocket-travel"
5749,"Quemador Bowl Chico Hembra 14Mm - Bonglab",Repuestos para bongs y vaporizadores,bonglab,"Astro Growshop | Piranha","Fumetas | GrowBarato Chile",Fumetas,0.58,"Bonglab Purify Carbon Filter System Kit 14mm - 18mm",2031,GrowBarato Chile,0.58,"Difusor 14mm 12cm Bonglab | Repuesto de vidrio para bongs",2305,true,false,"ambas tiendas tienen candidato ≥ 0.58","/productos/bonglab/bowl-bowl-14mm"
5750,"Quemador Rejilla Pyrex 14Mm Cono-Bonglab",Repuestos para bongs y vaporizadores,bonglab,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0,"",,GrowBarato Chile,0.72,"Difusor 14mm 12cm Bonglab | Repuesto de vidrio para bongs",2305,false,true,"solo GrowBarato Chile tiene candidato","/productos/bonglab/bowl-screen-14mm"
5751,"Calvo Glass Quemador Pyrex - Macho 14mm",Repuestos para bongs y vaporizadores,calvo,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0,"",,GrowBarato Chile,0.8,"Quemador Calvo Glass 14mm Cuerno | Bowl vidrio bong verde amarillo morado",1381,false,true,"solo GrowBarato Chile tiene candidato","/productos/calvo/bowl-14mm"
5752,"Repuesto Saber Replacement Tip Focus V | PIRANHA",Repuestos para bongs y vaporizadores,focus-v,"Astro Growshop | Piranha","Fumetas | GrowBarato Chile",Fumetas,0,"",,GrowBarato Chile,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/focus-v/tip-saber-tip-1u"
5753,"Pax Flat Mouthpiece 2 Unidades.",Repuestos para bongs y vaporizadores,pax,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0,"",,GrowBarato Chile,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/pax/mouthpiece-2u"
5754,"Storz &amp; Bickel Cargador Crafty para auto 12V",Repuestos para bongs y vaporizadores,storz-bickel,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0,"",,GrowBarato Chile,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/storz-bickel/charger-crafty-car-charger"
5755,"Cargador Mighty Plus Usb-C Supercharger-Storz &amp; Bickel",Repuestos para bongs y vaporizadores,storz-bickel,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0,"",,GrowBarato Chile,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/storz-bickel/charger-mighty-plus-usb-c-supercharger"
5756,"Unidad De Enfriamiento Crafty-Storz &amp; Bickel",Repuestos para bongs y vaporizadores,storz-bickel,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0,"",,GrowBarato Chile,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/storz-bickel/cooling-unit-crafty"
5757,"Storz &amp; Bickel Cápsulas Monodosis 40 unidades",Repuestos para bongs y vaporizadores,storz-bickel,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0,"",,GrowBarato Chile,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/storz-bickel/dosing-capsules-monodosis-40u"
5758,"Juego De Mallas Pequeño Mighty-Storz &amp; Bickel",Repuestos para bongs y vaporizadores,storz-bickel,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0,"",,GrowBarato Chile,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/storz-bickel/screen-set-small"
5759,"Storz &amp; Bickel Juego de Mallas Venty",Repuestos para bongs y vaporizadores,storz-bickel,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0,"",,GrowBarato Chile,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/storz-bickel/screen-set-venty"
5739,"Davinci Miqro-C | Vaporizador portátil",Vaporizadores herbales,davinci,"Fumetas | GrowBarato Chile","Astro Growshop | Piranha",Astro Growshop,0,"",,Piranha,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/davinci/miqro-c"
5740,"Vaporizador DynaVap The B2 | PIRANHA",Vaporizadores herbales,dynavap,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0,"",,GrowBarato Chile,0,"",,false,false,"hay ofertas pero score bajo — mejorar matching","/productos/dynavap/b2"
5741,"Vaporizador Crafty+ Plus",Vaporizadores herbales,storz-bickel,"Fumetas | GrowBarato Chile","Astro Growshop | Piranha",Astro Growshop,0,"",,Piranha,0.69,"Veazy Storz & Bickel | PIRANHA",681,false,true,"solo Piranha tiene candidato","/productos/storz-bickel/crafty-plus"
5742,"Mighty +",Vaporizadores herbales,storz-bickel,"Piranha | GrowBarato Chile","Astro Growshop | Fumetas",Astro Growshop,0,"",,Fumetas,0,"",,false,false,"hay ofertas pero score bajo — mejorar matching","/productos/storz-bickel/mighty-plus"
5743,"Vaporizador Venty-Storz &amp; Bickel",Vaporizadores herbales,storz-bickel,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0.63,"Veazy Storz & Bickel | PIRANHA",681,GrowBarato Chile,0,"",,false,true,"solo Piranha tiene candidato","/productos/storz-bickel/venty"
5796,"Vaporizador Volcano Classi",Vaporizadores herbales,storz-bickel,"Piranha | GrowBarato Chile","Astro Growshop | Fumetas",Astro Growshop,0,"",,Fumetas,0.53,"Vaporizador Volcano Classic Gold 24K",1243,false,false,"hay ofertas pero score bajo — mejorar matching","/productos/storz-bickel/volcano-classic"
5745,"Volcano Hybrid Onyx Edition-Storz &amp; Bickel",Vaporizadores herbales,storz-bickel,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0.63,"Veazy Storz & Bickel | PIRANHA",681,GrowBarato Chile,0.78,"Vaporizador Volcano Classic Onyx de Storz y Bickel",1442,true,false,"ambas tiendas tienen candidato ≥ 0.58","/productos/storz-bickel/volcano-hybrid-onyx"
