dist;sim;promiscuidad;fgOfferId;fgTitle;fgPrice;fgCategoria;fgBrandKey;fgSku;fgEan;otherStore;otherOfferId;otherTitle;otherPrice;otherCategoria;otherBrandKey;otherSku;otherEan;priceRatio;mismaCategoria;skuCompartido;eanCompartido;textScore;inStock;fgUrl;otherUrl;fgImage;otherImage
117;0.719;18;87636;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 5";6290;"Pipas";"cookies";"";"";astrogrowshop;32774;"K30 -Bonglab - Morado";61990;"Otros parafernalia";"bonglab";"BGBLK30PURPLE";"";9.86;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%205";"https://astrogrowshop.cl/k30-bonglab?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/75851218/YD312-C_20_2819_29.jpg?1776370701";"https://cdnx.jumpseller.com/astrogrowshop/image/74869333/imagen_1_26365.webp?1778783777"
117;0.705;21;87629;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Pink";6290;"Pipas";"cookies";"";"";astrogrowshop;12614;"K30 -Bonglab";61990;"Otros parafernalia";"bonglab";"BGBLK30BLACK";"";9.86;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Pink";"https://astrogrowshop.cl/k30-bonglab";"https://cdnx.jumpseller.com/friendly-grow/image/75851210/YD312-C_20_286_29.jpg?1776370701";"https://cdnx.jumpseller.com/astrogrowshop/image/74869333/imagen_1_26365.webp?1778783777"
117;0.705;18;87629;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Pink";6290;"Pipas";"cookies";"";"";astrogrowshop;32774;"K30 -Bonglab - Morado";61990;"Otros parafernalia";"bonglab";"BGBLK30PURPLE";"";9.86;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Pink";"https://astrogrowshop.cl/k30-bonglab?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/75851210/YD312-C_20_286_29.jpg?1776370701";"https://cdnx.jumpseller.com/astrogrowshop/image/74869333/imagen_1_26365.webp?1778783777"
117;0.705;21;87639;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 8";6290;"Pipas";"cookies";"";"";astrogrowshop;12614;"K30 -Bonglab";61990;"Otros parafernalia";"bonglab";"BGBLK30BLACK";"";9.86;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%208";"https://astrogrowshop.cl/k30-bonglab";"https://cdnx.jumpseller.com/friendly-grow/image/75851210/YD312-C_20_286_29.jpg?1776370701";"https://cdnx.jumpseller.com/astrogrowshop/image/74869333/imagen_1_26365.webp?1778783777"
117;0.705;18;87639;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 8";6290;"Pipas";"cookies";"";"";astrogrowshop;32774;"K30 -Bonglab - Morado";61990;"Otros parafernalia";"bonglab";"BGBLK30PURPLE";"";9.86;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%208";"https://astrogrowshop.cl/k30-bonglab?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/75851210/YD312-C_20_286_29.jpg?1776370701";"https://cdnx.jumpseller.com/astrogrowshop/image/74869333/imagen_1_26365.webp?1778783777"
117;0.6858;23;87633;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 2";6290;"Pipas";"cookies";"";"";fumetas;34951;"Bonglab Bong Fresh K30 42cm - Morado";64990;"Bongs";"bonglab";"BLAB-K30P";"";10.33;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%202";"https://fumetas.cl/bonglab-bong-k30-black-42cm?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/75851215/YD312-C_20_2816_29.jpg?1776370701";"https://cdnx.jumpseller.com/fumetas-store/image/25758149/Bong-K30-Purple.jpg?1729048665"
117;0.673;21;87633;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 2";6290;"Pipas";"cookies";"";"";astrogrowshop;12614;"K30 -Bonglab";61990;"Otros parafernalia";"bonglab";"BGBLK30BLACK";"";9.86;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%202";"https://astrogrowshop.cl/k30-bonglab";"https://cdnx.jumpseller.com/friendly-grow/image/75851215/YD312-C_20_2816_29.jpg?1776370701";"https://cdnx.jumpseller.com/astrogrowshop/image/74869333/imagen_1_26365.webp?1778783777"
117;0.673;18;87633;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 2";6290;"Pipas";"cookies";"";"";astrogrowshop;32774;"K30 -Bonglab - Morado";61990;"Otros parafernalia";"bonglab";"BGBLK30PURPLE";"";9.86;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%202";"https://astrogrowshop.cl/k30-bonglab?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/75851215/YD312-C_20_2816_29.jpg?1776370701";"https://cdnx.jumpseller.com/astrogrowshop/image/74869333/imagen_1_26365.webp?1778783777"
117;0.6238;9;87977;"10 X Vaporizador Airis Vertex 2.0 Para Cartridges. - Azul";59990;"Otros parafernalia";"airistech";"MLC2677935526";"";astrogrowshop;32122;"Contenedor de Pyrex para Extractos 3 cm - Transparente";2990;"Contenedores y estuches";"";"BTCPCIT";"";20.06;0;0;0;0;1;"https://www.friendlygrow.cl/promo-10-x-vaporizador-airis-vertex-20-para-cartridges?variant=Azul";"https://astrogrowshop.cl/contenedor-de-pyrex-para-extractos-3-cm?variant=Transparente";"https://cdnx.jumpseller.com/friendly-grow/image/70293126/airis_20350mAh_20V2.0_20Battery_20_285_29.jpg?1781578046";"https://cdnx.jumpseller.com/astrogrowshop/image/74244979/CONTENEDOR-PARA-EXTRACTOS-PYREX-BASE-TRANSPARENTE.webp?1772801271"
118;0.7708;16;88590;"Dabber Spoon de Precisión Black Cobra - Diseño Corona - Verde";3990;"Vaporizadores herbales";"";"";"";fumetas;34950;"Bonglab Bong Fresh K30 42cm - Turquesa";64990;"Bongs";"bonglab";"BLAB-K30T";"";16.29;0;0;0;0.12;1;"https://www.friendlygrow.cl/mini-cuchara-de-precision-black-cobra-diseno-corona?variant=Verde";"https://fumetas.cl/bonglab-bong-k30-black-42cm?variant=Turquesa";"https://cdnx.jumpseller.com/friendly-grow/image/75772391/AC885-BC_20_2811_29.jpg?1776127645";"https://cdnx.jumpseller.com/fumetas-store/image/25758148/Bong-K30-Teal.jpg?1729048665"
118;0.7555;16;88583;"Dabber Spoon de Precisión Black Cobra - Diseño Corona - Azul";3990;"Vaporizadores herbales";"";"";"";fumetas;34950;"Bonglab Bong Fresh K30 42cm - Turquesa";64990;"Bongs";"bonglab";"BLAB-K30T";"";16.29;0;0;0;0.12;1;"https://www.friendlygrow.cl/mini-cuchara-de-precision-black-cobra-diseno-corona?variant=Azul";"https://fumetas.cl/bonglab-bong-k30-black-42cm?variant=Turquesa";"https://cdnx.jumpseller.com/friendly-grow/image/75772396/AC885-BC_20_2810_29.jpg?1776127645";"https://cdnx.jumpseller.com/fumetas-store/image/25758148/Bong-K30-Teal.jpg?1729048665"
118;0.5198;8;87629;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Pink";6290;"Pipas";"cookies";"";"";growbarato;71057;"Deshumidificador Cornwall Electronics 12L/Día";239400;"Otros parafernalia";"";"";"";38.06;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Pink";"https://www.growbaratochile.cl/humedad-y-temperatura/deshumidificador-cornwall-electronics-12ldia.html";"https://cdnx.jumpseller.com/friendly-grow/image/75851210/YD312-C_20_286_29.jpg?1776370701";"https://www.growbaratochile.cl/6311-large_default/deshumidificador-cornwall-electronics-12ldia.jpg"
118;0.5198;8;87639;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 8";6290;"Pipas";"cookies";"";"";growbarato;71057;"Deshumidificador Cornwall Electronics 12L/Día";239400;"Otros parafernalia";"";"";"";38.06;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%208";"https://www.growbaratochile.cl/humedad-y-temperatura/deshumidificador-cornwall-electronics-12ldia.html";"https://cdnx.jumpseller.com/friendly-grow/image/75851210/YD312-C_20_286_29.jpg?1776370701";"https://www.growbaratochile.cl/6311-large_default/deshumidificador-cornwall-electronics-12ldia.jpg"
119;0.7466;16;88592;"Dabber Spoon de Precisión Black Cobra - Diseño Corona - Blanca";3990;"Vaporizadores herbales";"";"";"";fumetas;34950;"Bonglab Bong Fresh K30 42cm - Turquesa";64990;"Bongs";"bonglab";"BLAB-K30T";"";16.29;0;0;0;0.12;1;"https://www.friendlygrow.cl/mini-cuchara-de-precision-black-cobra-diseno-corona?variant=Blanca";"https://fumetas.cl/bonglab-bong-k30-black-42cm?variant=Turquesa";"https://cdnx.jumpseller.com/friendly-grow/image/75772398/AC885-BC_20_288_29.jpg?1776127645";"https://cdnx.jumpseller.com/fumetas-store/image/25758148/Bong-K30-Teal.jpg?1729048665"
119;0.7133;23;87632;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 1";6290;"Pipas";"cookies";"";"";fumetas;34951;"Bonglab Bong Fresh K30 42cm - Morado";64990;"Bongs";"bonglab";"BLAB-K30P";"";10.33;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%201";"https://fumetas.cl/bonglab-bong-k30-black-42cm?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/75851213/YD312-C_20_2815_29.jpg?1776370701";"https://cdnx.jumpseller.com/fumetas-store/image/25758149/Bong-K30-Purple.jpg?1729048665"
119;0.709;1;87525;"Moledor aluminio 3 pisos 51mm Colores - Negro";6990;"Moledores";"";"";"";fumetas;59846;"Calvo Lite Moledor Aluminio 50mm - Azul";10990;"Moledores";"calvo";"CG-MCL50-B";"";1.57;1;0;0;0;1;"https://www.friendlygrow.cl/grinder-metalico-4-piezas-aluminio-filtro-polen?variant=Negro";"https://fumetas.cl/moledor-calvo-lite-aluminio-50mm?variant=Azul";"https://cdnx.jumpseller.com/friendly-grow/image/78769649/ChatGPT_20Image_2013_20jul_202026_2C_2018_58_23.png?1783983552";"https://cdnx.jumpseller.com/fumetas-store/image/78686296/Moledor-Calvo-Lite-50mm-Azul.jpg?1784052297"
119;0.6839;3;87460;"Moledor Lightning Colors Metal 55mm - Morado";6990;"Moledores";"galaxy";"";"";fumetas;59845;"Calvo Lite Moledor Aluminio 50mm - Negro";10990;"Moledores";"calvo";"CG-MCL50-BK";"";1.57;1;0;0;0;1;"https://www.friendlygrow.cl/moledor-lightning-colors-metal-55mm?variant=Morado";"https://fumetas.cl/moledor-calvo-lite-aluminio-50mm?variant=Negro";"https://cdnx.jumpseller.com/friendly-grow/image/78770402/Gemini_Generated_Image_u1swcvu1swcvu1sw.png?1783986782";"https://cdnx.jumpseller.com/fumetas-store/image/78686295/Moledor-Calvo-Lite-50mm-Negro1.jpg?1784052297"
119;0.5266;9;87973;"10 X Vaporizador Airis Vertex 2.0 Para Cartridges. - Negro";59990;"Otros parafernalia";"airistech";"MLC2677935526";"";fumetas;19519;"Papelillos Gizeh Queen Size + Tips";1490;"Papelillos";"gizeh";"GIZ-QUEENTP";"42353256";40.26;0;0;0;0;1;"https://www.friendlygrow.cl/promo-10-x-vaporizador-airis-vertex-20-para-cartridges?variant=Negro";"https://fumetas.cl/papelillos-gizeh-queen-size-tips";"https://cdnx.jumpseller.com/friendly-grow/image/70293130/airis_20350mAh_20V2.0_20Battery_20_2810_29.jpg?1781578046";"https://cdnx.jumpseller.com/fumetas-store/image/63974552/gizeh-black-queen-size-papers-tips-1-fumetas-store.webp?1748654658"
120;0.7403;16;87637;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 6";6290;"Pipas";"cookies";"";"";fumetas;34950;"Bonglab Bong Fresh K30 42cm - Turquesa";64990;"Bongs";"bonglab";"BLAB-K30T";"";10.33;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%206";"https://fumetas.cl/bonglab-bong-k30-black-42cm?variant=Turquesa";"https://cdnx.jumpseller.com/friendly-grow/image/75851219/YD312-C_20_2818_29.jpg?1776370701";"https://cdnx.jumpseller.com/fumetas-store/image/25758148/Bong-K30-Teal.jpg?1729048665"
120;0.7271;23;87638;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 7";6290;"Pipas";"cookies";"";"";fumetas;34951;"Bonglab Bong Fresh K30 42cm - Morado";64990;"Bongs";"bonglab";"BLAB-K30P";"";10.33;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%207";"https://fumetas.cl/bonglab-bong-k30-black-42cm?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/75851220/YD312-C_20_2820_29.jpg?1776370701";"https://cdnx.jumpseller.com/fumetas-store/image/25758149/Bong-K30-Purple.jpg?1729048665"
120;0.6847;7;87977;"10 X Vaporizador Airis Vertex 2.0 Para Cartridges. - Azul";59990;"Otros parafernalia";"airistech";"MLC2677935526";"";astrogrowshop;18202;"NEW HOT KNIFE-PUFFCO";89990;"Accesorios de extraccion";"pulsar";"VPPFNHOTKNONX";"";1.5;0;0;0;0;1;"https://www.friendlygrow.cl/promo-10-x-vaporizador-airis-vertex-20-para-cartridges?variant=Azul";"https://astrogrowshop.cl/new-hot-knife-puffco";"https://cdnx.jumpseller.com/friendly-grow/image/70293126/airis_20350mAh_20V2.0_20Battery_20_285_29.jpg?1781578046";"https://cdnx.jumpseller.com/astrogrowshop/image/74796799/VPPFNHOTKNONX_202.webp?1773773905"
121;0.6918;21;87632;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 1";6290;"Pipas";"cookies";"";"";astrogrowshop;12614;"K30 -Bonglab";61990;"Otros parafernalia";"bonglab";"BGBLK30BLACK";"";9.86;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%201";"https://astrogrowshop.cl/k30-bonglab";"https://cdnx.jumpseller.com/friendly-grow/image/75851213/YD312-C_20_2815_29.jpg?1776370701";"https://cdnx.jumpseller.com/astrogrowshop/image/74869333/imagen_1_26365.webp?1778783777"
121;0.6918;18;87632;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 1";6290;"Pipas";"cookies";"";"";astrogrowshop;32774;"K30 -Bonglab - Morado";61990;"Otros parafernalia";"bonglab";"BGBLK30PURPLE";"";9.86;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%201";"https://astrogrowshop.cl/k30-bonglab?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/75851213/YD312-C_20_2815_29.jpg?1776370701";"https://cdnx.jumpseller.com/astrogrowshop/image/74869333/imagen_1_26365.webp?1778783777"
122;0.612;16;88849;"Cono Pre-rolado Honeypuff Rose Petal con Boquilla ( Pack x 2) - Manzan";1990;"Filtros y boquillas";"honeypuff";"";"";fumetas;34950;"Bonglab Bong Fresh K30 42cm - Turquesa";64990;"Bongs";"bonglab";"BLAB-K30T";"";32.66;0;0;0;0;1;"https://www.friendlygrow.cl/cono-pre-rolado-honeypuff-rose-petal?variant=Manzana";"https://fumetas.cl/bonglab-bong-k30-black-42cm?variant=Turquesa";"https://cdnx.jumpseller.com/friendly-grow/image/75773196/ARTP1312_20_2823_29.jpg?1778214601";"https://cdnx.jumpseller.com/fumetas-store/image/25758148/Bong-K30-Teal.jpg?1729048665"
122;0.6024;11;88849;"Cono Pre-rolado Honeypuff Rose Petal con Boquilla ( Pack x 2) - Manzan";1990;"Filtros y boquillas";"honeypuff";"";"";astrogrowshop;32775;"K30 -Bonglab - Verde azulado";61990;"Otros parafernalia";"bonglab";"BGBLK30TEAL";"";31.15;0;0;0;0;1;"https://www.friendlygrow.cl/cono-pre-rolado-honeypuff-rose-petal?variant=Manzana";"https://astrogrowshop.cl/k30-bonglab?variant=Verde%20azulado";"https://cdnx.jumpseller.com/friendly-grow/image/75773196/ARTP1312_20_2823_29.jpg?1778214601";"https://cdnx.jumpseller.com/astrogrowshop/image/74869336/imagen_1_26366.webp?1778783777"
122;0.5309;9;87980;"10 X Vaporizador Airis Vertex 2.0 Para Cartridges. - Plateado";59990;"Otros parafernalia";"airistech";"MLC2677935526";"";fumetas;19519;"Papelillos Gizeh Queen Size + Tips";1490;"Papelillos";"gizeh";"GIZ-QUEENTP";"42353256";40.26;0;0;0;0;1;"https://www.friendlygrow.cl/promo-10-x-vaporizador-airis-vertex-20-para-cartridges?variant=Plateado";"https://fumetas.cl/papelillos-gizeh-queen-size-tips";"https://cdnx.jumpseller.com/friendly-grow/image/70293133/airis_20350mAh_20V2.0_20Battery_20_282_29.jpg?1781578046";"https://cdnx.jumpseller.com/fumetas-store/image/63974552/gizeh-black-queen-size-papers-tips-1-fumetas-store.webp?1748654658"
123;0.8136;2;87525;"Moledor aluminio 3 pisos 51mm Colores - Negro";6990;"Moledores";"";"";"";fumetas;4636;"Raw Moledor Hammer Craft 63mm";30990;"Moledores";"raw";"RAW-MHMM63";"716165304050";4.43;1;0;0;0;1;"https://www.friendlygrow.cl/grinder-metalico-4-piezas-aluminio-filtro-polen?variant=Negro";"https://fumetas.cl/raw-moledor-hammer-craft-63mm";"https://cdnx.jumpseller.com/friendly-grow/image/78769649/ChatGPT_20Image_2013_20jul_202026_2C_2018_58_23.png?1783983552";"https://cdnx.jumpseller.com/fumetas-store/image/50126378/Moledor-RAW-x-HammerCraft-Aluminio-63mm.jpg?1732193774"
123;0.8136;2;87525;"Moledor aluminio 3 pisos 51mm Colores - Negro";6990;"Moledores";"";"";"";fumetas;33715;"Raw Moledor Hammer Craft 63mm - Negro";30990;"Moledores";"raw";"RAW-MHMM63";"716165304050";4.43;1;0;0;0;1;"https://www.friendlygrow.cl/grinder-metalico-4-piezas-aluminio-filtro-polen?variant=Negro";"https://fumetas.cl/raw-moledor-hammer-craft-63mm?variant=Negro";"https://cdnx.jumpseller.com/friendly-grow/image/78769649/ChatGPT_20Image_2013_20jul_202026_2C_2018_58_23.png?1783983552";"https://cdnx.jumpseller.com/fumetas-store/image/50126378/Moledor-RAW-x-HammerCraft-Aluminio-63mm.jpg?1732193774"
123;0.707;23;87631;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Brown";6290;"Pipas";"cookies";"";"";fumetas;34951;"Bonglab Bong Fresh K30 42cm - Morado";64990;"Bongs";"bonglab";"BLAB-K30P";"";10.33;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Brown";"https://fumetas.cl/bonglab-bong-k30-black-42cm?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/75851212/YD312-C_20_287_29.jpg?1776370701";"https://cdnx.jumpseller.com/fumetas-store/image/25758149/Bong-K30-Purple.jpg?1729048665"
124;0.7747;8;87630;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - White";6290;"Pipas";"cookies";"";"";fumetas;34549;"Calvo Glass Bong Straight Tube American 26cm - Amarillo";34990;"Bongs";"calvo";"CG-24620Y";"";5.56;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=White";"https://fumetas.cl/calvo-glass-bong-straight-tube-american-26cm?variant=Amarillo";"https://cdnx.jumpseller.com/friendly-grow/image/75851211/YD312-C_20_281_29.jpg?1776370701";"https://cdnx.jumpseller.com/fumetas-store/image/72093618/STRAIGHT-TUBE-AMERICAN-YELLOW.jpg?1768942345"
124;0.7606;2;87460;"Moledor Lightning Colors Metal 55mm - Morado";6990;"Moledores";"galaxy";"";"";fumetas;4636;"Raw Moledor Hammer Craft 63mm";30990;"Moledores";"raw";"RAW-MHMM63";"716165304050";4.43;1;0;0;0;1;"https://www.friendlygrow.cl/moledor-lightning-colors-metal-55mm?variant=Morado";"https://fumetas.cl/raw-moledor-hammer-craft-63mm";"https://cdnx.jumpseller.com/friendly-grow/image/78770402/Gemini_Generated_Image_u1swcvu1swcvu1sw.png?1783986782";"https://cdnx.jumpseller.com/fumetas-store/image/50126378/Moledor-RAW-x-HammerCraft-Aluminio-63mm.jpg?1732193774"
124;0.7606;2;87460;"Moledor Lightning Colors Metal 55mm - Morado";6990;"Moledores";"galaxy";"";"";fumetas;33715;"Raw Moledor Hammer Craft 63mm - Negro";30990;"Moledores";"raw";"RAW-MHMM63";"716165304050";4.43;1;0;0;0;1;"https://www.friendlygrow.cl/moledor-lightning-colors-metal-55mm?variant=Morado";"https://fumetas.cl/raw-moledor-hammer-craft-63mm?variant=Negro";"https://cdnx.jumpseller.com/friendly-grow/image/78770402/Gemini_Generated_Image_u1swcvu1swcvu1sw.png?1783986782";"https://cdnx.jumpseller.com/fumetas-store/image/50126378/Moledor-RAW-x-HammerCraft-Aluminio-63mm.jpg?1732193774"
124;0.7056;5;87504;"Nectar Collector Chili – Dab Straw de Silicona - Rojo";5990;"Accesorios de extraccion";"";"";"";fumetas;4650;"LRC Moledor contenedor Tainer 40mm";4990;"Moledores";"lion-rolling-circus";"LRC-TAIV";"";1.2;0;0;0;0;1;"https://www.friendlygrow.cl/nectar-collector-chili-dab-straw-de-silicona?variant=Rojo";"https://fumetas.cl/lrc-moledor-contenedor-tainer-40mm";"https://cdnx.jumpseller.com/friendly-grow/image/74450522/1.jpg?1773156011";"https://cdnx.jumpseller.com/fumetas-store/image/13575869/Varios.jpg?1771942498"
124;0.7056;5;87505;"Nectar Collector Chili – Dab Straw de Silicona - Morado";5990;"Accesorios de extraccion";"";"";"";fumetas;4650;"LRC Moledor contenedor Tainer 40mm";4990;"Moledores";"lion-rolling-circus";"LRC-TAIV";"";1.2;0;0;0;0;1;"https://www.friendlygrow.cl/nectar-collector-chili-dab-straw-de-silicona?variant=Morado";"https://fumetas.cl/lrc-moledor-contenedor-tainer-40mm";"https://cdnx.jumpseller.com/friendly-grow/image/74450522/1.jpg?1773156011";"https://cdnx.jumpseller.com/fumetas-store/image/13575869/Varios.jpg?1771942498"
124;0.7056;5;87503;"Nectar Collector Chili – Dab Straw de Silicona - Rosa";5990;"Accesorios de extraccion";"";"";"";fumetas;4650;"LRC Moledor contenedor Tainer 40mm";4990;"Moledores";"lion-rolling-circus";"LRC-TAIV";"";1.2;0;0;0;0;1;"https://www.friendlygrow.cl/nectar-collector-chili-dab-straw-de-silicona?variant=Rosa";"https://fumetas.cl/lrc-moledor-contenedor-tainer-40mm";"https://cdnx.jumpseller.com/friendly-grow/image/74450522/1.jpg?1773156011";"https://cdnx.jumpseller.com/fumetas-store/image/13575869/Varios.jpg?1771942498"
124;0.7056;5;87506;"Nectar Collector Chili – Dab Straw de Silicona - Amarillo";5990;"Accesorios de extraccion";"";"";"";fumetas;4650;"LRC Moledor contenedor Tainer 40mm";4990;"Moledores";"lion-rolling-circus";"LRC-TAIV";"";1.2;0;0;0;0;1;"https://www.friendlygrow.cl/nectar-collector-chili-dab-straw-de-silicona?variant=Amarillo";"https://fumetas.cl/lrc-moledor-contenedor-tainer-40mm";"https://cdnx.jumpseller.com/friendly-grow/image/74450522/1.jpg?1773156011";"https://cdnx.jumpseller.com/fumetas-store/image/13575869/Varios.jpg?1771942498"
124;0.7056;5;87507;"Nectar Collector Chili – Dab Straw de Silicona - Verde";5990;"Accesorios de extraccion";"";"";"";fumetas;4650;"LRC Moledor contenedor Tainer 40mm";4990;"Moledores";"lion-rolling-circus";"LRC-TAIV";"";1.2;0;0;0;0;1;"https://www.friendlygrow.cl/nectar-collector-chili-dab-straw-de-silicona?variant=Verde";"https://fumetas.cl/lrc-moledor-contenedor-tainer-40mm";"https://cdnx.jumpseller.com/friendly-grow/image/74450522/1.jpg?1773156011";"https://cdnx.jumpseller.com/fumetas-store/image/13575869/Varios.jpg?1771942498"
124;0.5338;9;87978;"10 X Vaporizador Airis Vertex 2.0 Para Cartridges. - Rojo";5990;"Otros parafernalia";"airistech";"MLC2677935526";"";fumetas;19519;"Papelillos Gizeh Queen Size + Tips";1490;"Papelillos";"gizeh";"GIZ-QUEENTP";"42353256";4.02;0;0;0;0;1;"https://www.friendlygrow.cl/promo-10-x-vaporizador-airis-vertex-20-para-cartridges?variant=Rojo";"https://fumetas.cl/papelillos-gizeh-queen-size-tips";"https://cdnx.jumpseller.com/friendly-grow/image/70293127/airis_20350mAh_20V2.0_20Battery_20_284_29.jpg?1781578046";"https://cdnx.jumpseller.com/fumetas-store/image/63974552/gizeh-black-queen-size-papers-tips-1-fumetas-store.webp?1748654658"
125;0.746;3;87568;"Downstem de Pyrex Difusor 10cm / 12cm / 13.5cm – Repuesto para Bong 14";3900;"Repuestos para bongs y vaporizadores";"";"";"";fumetas;3;"Encendedor Clipper Crystal 12";990;"Encendedores y sopletes";"clipper";"CLIPP-CRYS12";"8412765508905";3.94;0;0;0;0;1;"https://www.friendlygrow.cl/downstem-de-vidrio-difusor-10cm-12cm-135cm-repuesto-para-bong-14mm18mm?variant=12cms";"https://fumetas.cl/encendedor-clipper-crystal-12";"https://cdnx.jumpseller.com/friendly-grow/image/74781877/SA53_20_282_29.jpg?1773756851";"https://cdnx.jumpseller.com/fumetas-store/image/76564058/Crystal-12.jpg?1778622624"
125;0.746;3;87569;"Downstem de Pyrex Difusor 10cm / 12cm / 13.5cm – Repuesto para Bong 14";3900;"Repuestos para bongs y vaporizadores";"";"";"";fumetas;3;"Encendedor Clipper Crystal 12";990;"Encendedores y sopletes";"clipper";"CLIPP-CRYS12";"8412765508905";3.94;0;0;0;0;1;"https://www.friendlygrow.cl/downstem-de-vidrio-difusor-10cm-12cm-135cm-repuesto-para-bong-14mm18mm?variant=13.5cms";"https://fumetas.cl/encendedor-clipper-crystal-12";"https://cdnx.jumpseller.com/friendly-grow/image/74781877/SA53_20_282_29.jpg?1773756851";"https://cdnx.jumpseller.com/fumetas-store/image/76564058/Crystal-12.jpg?1778622624"
125;0.746;3;87567;"Downstem de Pyrex Difusor 10cm / 12cm / 13.5cm – Repuesto para Bong 14";3900;"Repuestos para bongs y vaporizadores";"";"";"";fumetas;3;"Encendedor Clipper Crystal 12";990;"Encendedores y sopletes";"clipper";"CLIPP-CRYS12";"8412765508905";3.94;0;0;0;0;1;"https://www.friendlygrow.cl/downstem-de-vidrio-difusor-10cm-12cm-135cm-repuesto-para-bong-14mm18mm?variant=10cms";"https://fumetas.cl/encendedor-clipper-crystal-12";"https://cdnx.jumpseller.com/friendly-grow/image/74781877/SA53_20_282_29.jpg?1773756851";"https://cdnx.jumpseller.com/fumetas-store/image/76564058/Crystal-12.jpg?1778622624"
