offerId,tienda,titulo,precio,productId,modelSlug,tiendasDestino,ratioPrecio,senal,queVendeEstaTiendaEnElDestino,identidadOferta
12221,astrogrowshop,Bandeja Rolado Metalica 28X18Cm Raw,2990,P10622,raw/metal-metal-large,2t,0.27,TIENDA-AUSENTE,(el destino no tiene esta tienda),sku=BTBRGRAW1 ean=- variante=- base=https://astrogrowshop.cl/bandeja-rolado-metalica-28x18cm-raw
12221,astrogrowshop,Bandeja Rolado Metalica 28X18Cm Raw,2990,P10617,raw/metal-metal-medium,3t,0.39,TIENDA-AUSENTE,(el destino no tiene esta tienda),sku=BTBRGRAW1 ean=- variante=- base=https://astrogrowshop.cl/bandeja-rolado-metalica-28x18cm-raw
19342,fumetas,Raw Tubo Contenedor de Aluminio,4990,P10686,raw/reserva-contenedor,2t,0.50,TIENDA-AUSENTE,(el destino no tiene esta tienda),sku=RAW-TCAN ean=716165309642 variante=- base=https://fumetas.cl/raw-tubo-contenedor-de-aluminio
730,astrogrowshop,Contenedor Con Tapa Diseños Mix Display 9 Und-Soulblime,39990,P10736,soulblime/desmontable,2t,16.06,TIENDA-AUSENTE,(el destino no tiene esta tienda),sku=AYPSOUCOTDISU ean=- variante=- base=https://astrogrowshop.cl/contenedor-con-tapa-disenos-mix-display-9-und-soulblime
78744,astrogrowshop,CONTENEDORA TAPA DESMONTABLE (COLORES VARIADOS) - SOULBLIME,2490,P10736,soulblime/desmontable,2t,1.00,TIENDA-AUSENTE,(el destino no tiene esta tienda),sku=TPACNTSOULB1UNIDAD ean=- variante=- base=https://astrogrowshop.cl/contenedora-tapa-desmontable-colores-variados-soulblime
8140,fumetas,Pipa Set Metalica The Bulldog Amsterdam Tornasol,7990,P10400,the-bulldog/pipa-metalica-rejillas,2t,1.60,TIENDA-AUSENTE,(el destino no tiene esta tienda),sku=BULL-PSETMTNZ ean=8716722038642 variante=- base=https://fumetas.cl/pipa-set-metalica-the-bulldog-amsterdam-tornasol
8155,fumetas,Pipa Set The Bulldog Amsterdam,4790,P10400,the-bulldog/pipa-metalica-rejillas,2t,0.96,TIENDA-AUSENTE,(el destino no tiene esta tienda),sku=BULL-MPSET ean=8716722036587 variante=- base=https://fumetas.cl/pipa-set-the-bulldog-amsterdam
19969,fumetas,Yocan Vaporizador Batería Ziva - Cartridges,21990,P10548,yocan/flat,2t,2.20,TIENDA-AUSENTE,(el destino no tiene esta tienda),sku=YOCAN-ZVDB ean=6975886085233 variante=- base=https://fumetas.cl/yocan-vaporizador-ziva
19969,fumetas,Yocan Vaporizador Batería Ziva - Cartridges,21990,P10521,yocan/kodo-pro,3t,1.47,TIENDA-AUSENTE,(el destino no tiene esta tienda),sku=YOCAN-ZVDB ean=6975886085233 variante=- base=https://fumetas.cl/yocan-vaporizador-ziva
12956,fumetas,Encendedor Zippo Classic Black Crackle,39990,P10737,zippo/classic-high-polish-green,2t,0.95,TIENDA-AUSENTE,(el destino no tiene esta tienda),sku=ZIPP-236ZLZL ean=191693764789 variante=- base=https://fumetas.cl/encendedor-zippo-classic-black-crackle
19387,fumetas,Encendedor Zippo Classic High Polish Purple,44990,P10737,zippo/classic-high-polish-green,2t,1.07,TIENDA-AUSENTE,(el destino no tiene esta tienda),sku=ZIPP-24747ZLZLL ean=041689127473 variante=- base=https://fumetas.cl/encendedor-zippo-classic-high-polish-purple
19483,fumetas,Encendedor Zippo Classic Purple Matte,36990,P10737,zippo/classic-high-polish-green,2t,0.88,TIENDA-AUSENTE,(el destino no tiene esta tienda),sku=ZIPP-237ZLZL ean=041689113469 variante=- base=https://fumetas.cl/encendedor-zippo-classic-purple-matte
19914,fumetas,Encendedor Zippo Merlot,35990,P10426,zippo/santa-cruz-design,2t,0.77,TIENDA-AUSENTE,(el destino no tiene esta tienda),sku=ZIPP-46021ZLM ean=191693254112 variante=- base=https://fumetas.cl/encendedor-zippo-merlot
19914,fumetas,Encendedor Zippo Merlot,35990,P10362,zippo/piedras-encendedor-6u,3t,19.99,TIENDA-AUSENTE,(el destino no tiene esta tienda),sku=ZIPP-46021ZLM ean=191693254112 variante=- base=https://fumetas.cl/encendedor-zippo-merlot
